fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.1,0.85,0.49,8.7,0.028,40.0,184.0,0.759784002349504,0.2770920029644857,-1.2081046587010913,0.16219081127601878,5
7.6,0.51,0.24,1.2,0.04,10.0,104.0,-0.6946071885656787,-0.9377948488206665,-1.9140849138097429,0.24384220665118436,6
7.9,0.22,0.24,4.6,0.044,39.0,159.0,-0.45220865674646876,-1.3665784435683637,-2.014939235968121,0.8154019742773346,6
7.7,0.16,0.49,2.0,0.056,20.0,124.0,0.27498693871112256,0.991731327543983,0.1030015293578332,0.16219081127601878,6
7.2,0.08,0.49,1.3,0.05,18.0,148.0,0.17110185364576339,1.9922263819552837,-0.4012700814340607,-0.24606616559980324,6
6.6,0.25,0.24,1.7,0.048,26.0,124.0,0.06721676858036572,1.3490509898337348,1.2123990730999998,-0.32771756097496735,6
6.9,0.25,0.24,3.6,0.057,13.0,85.0,0.06721676858036572,-1.3665784435683637,0.002147207199454319,-0.8176259332259534,4
7.5,0.32,0.24,4.6,0.053,8.0,134.0,0.6212705555956918,-0.2946194566991146,0.2038558515162121,-1.1442315147266113,3
7.4,0.28,0.49,1.5,0.034,20.0,126.0,-0.7638639119425849,-1.4380423760263152,-0.9055416922259546,0.08053941590085467,6
6.2,0.15,0.49,0.9,0.033,17.0,51.0,-0.2790668483042034,0.8488034626280829,2.2209422946837876,-0.8992773286011176,6
6.7,0.25,0.74,19.4,0.054,44.0,169.0,2.214175193264687,2.349546044245032,-0.30041575927568176,-0.5726717471004596,6
6.5,0.26,0.74,13.3,0.044,68.0,224.0,1.1060676192340733,-0.00876372686731444,0.6072731401497277,-0.8176259332259534,6
7.9,0.16,0.74,17.85,0.037,52.0,187.0,2.0064050231339685,-1.3665784435683637,-0.7038330479091973,-0.9809287239762817,5
5.6,0.185,0.49,1.1,0.03,28.0,117.0,-0.7638639119425849,2.6354017740768323,-0.30041575927568176,-0.16441477022463766,6
7.5,0.2,0.49,1.3,0.031,8.0,97.0,-0.7638639119425849,-0.866330916362715,1.4141077174167576,0.4887963927766767,5
8.0,0.3,0.49,9.4,0.046,47.0,188.0,0.8290407257264102,-0.2946194566991146,0.002147207199454319,-0.4093689563501315,5
8.0,0.34,0.49,9.0,0.033,39.0,180.0,-0.1405534015503527,-0.36608338915706623,-1.0063960143843333,1.4686131372786504,8
7.7,0.35,0.49,8.65,0.033,42.0,186.0,-0.3136952099926565,-0.2946194566991146,-1.0063960143843333,1.5502645326538145,8
7.6,0.29,0.49,9.6,0.03,45.0,197.0,-0.07129667817344656,-0.36608338915706623,-1.0063960143843333,1.4686131372786504,7
6.7,0.62,0.24,1.1,0.039,6.0,62.0,-0.20981012492729728,1.634906719665535,-1.6115219473346063,-0.08276337484947355,5
6.8,0.27,0.49,1.2,0.044,35.0,126.0,-1.387174422334817,-0.36608338915706623,0.002147207199454319,1.3053103465283207,7
7.7,0.27,0.49,1.8,0.041,23.0,86.0,-0.9023773586964355,-0.15169159178321454,-0.6029787257508185,1.6319159280289786,6
6.7,0.51,0.24,2.1,0.043,14.0,155.0,-1.2486609755810048,0.2770920029644857,1.2123990730999998,2.0401729049048005,6
7.4,0.19,0.49,9.3,0.03,26.0,132.0,-0.002039954796540423,-1.3665784435683637,-1.6115219473346063,0.4071449974015126,7
8.3,0.2,0.49,1.7,0.04,34.0,169.0,-0.07129667817344656,-0.9377948488206665,-1.1072503365427124,-0.32771756097496735,5
6.6,0.3,0.24,1.2,0.034,17.0,121.0,-0.24443848661575035,-0.36608338915706623,-1.2081046587010913,-1.0625801193514472,5
6.8,0.36,0.24,4.6,0.039,24.0,124.0,-1.075519167138701,0.6344116652542343,-1.4098133030178484,1.7135673234041429,7
7.0,0.17,0.74,12.8,0.045,24.0,126.0,0.06721676858036572,0.5629477327962827,-1.0063960143843333,1.386961741903485,8
9.2,0.18,0.49,1.5,0.041,39.0,130.0,0.17110185364576339,-1.0092587812786151,0.1030015293578332,-0.5726717471004596,7
8.1,0.2,0.49,8.1,0.051,51.0,205.0,0.48275710884184103,-0.5804751865309148,0.4055644958329699,0.4071449974015126,6
7.8,0.26,0.74,7.5,0.044,59.0,160.0,0.6905272789725979,0.2770920029644857,1.6158163617335155,-0.4093689563501315,6
6.8,0.21,0.49,14.5,0.06,50.0,170.0,1.7640064913147584,2.6354017740768323,-0.4012700814340607,-0.5726717471004596,6
7.9,0.2,0.49,1.6,0.053,15.0,144.0,-0.34832357168110956,-0.15169159178321454,-0.09870711495892456,-0.0011119794743094386,5
8.0,0.18,0.49,1.8,0.061,10.0,145.0,0.06721676858036572,0.3485559354224342,0.002147207199454319,-0.4093689563501315,5
8.8,0.23,0.74,3.2,0.042,15.0,126.0,-0.20981012492729728,-1.1521866461945152,0.30471017367459097,0.5704477881518408,6
7.3,0.22,0.49,9.4,0.034,29.0,134.0,-0.036668316484993496,-1.3665784435683637,-1.6115219473346063,0.4071449974015126,7
7.3,0.22,0.49,9.9,0.031,48.0,161.0,-0.10592503986189963,-1.2236505786524667,-2.014939235968121,0.5704477881518408,6
7.4,0.19,0.49,9.3,0.03,26.0,132.0,-0.002039954796540423,-1.3665784435683637,-1.6115219473346063,0.4071449974015126,7
8.2,0.22,0.49,9.6,0.037,53.0,154.0,0.37887202377648177,-1.1521866461945152,-1.5106676251762272,0.08053941590085467,6
8.2,0.24,0.49,9.3,0.038,52.0,163.0,0.41350038546493484,-1.1521866461945152,-1.5106676251762272,0.08053941590085467,6
8.4,0.23,0.49,7.8,0.035,22.0,95.0,-0.17518176323880577,-1.0092587812786151,-1.4098133030178484,1.2236589511531566,6
8.3,0.2,0.49,1.7,0.04,34.0,169.0,-0.07129667817344656,-0.9377948488206665,-1.1072503365427124,-0.32771756097496735,5
8.3,0.2,0.49,1.7,0.038,38.0,167.0,-0.036668316484993496,-0.9377948488206665,-1.1072503365427124,-0.32771756097496735,6
6.6,0.3,0.24,1.2,0.034,17.0,121.0,-0.24443848661575035,-0.36608338915706623,-1.2081046587010913,-1.0625801193514472,5
6.9,0.21,0.49,1.4,0.041,15.0,164.0,-0.45220865674646876,0.4914838003383343,1.5149620395751364,0.4071449974015126,5
8.0,0.25,0.49,9.0,0.044,31.0,185.0,1.3830945127417362,1.134659192459883,0.1030015293578332,-0.4093689563501315,6
6.6,0.21,0.49,18.15,0.042,41.0,158.0,1.9717766614455152,0.7058755977121828,-0.9055416922259546,-1.4708370962272692,6
7.2,0.27,0.74,12.5,0.037,47.0,156.0,1.4177228744301893,-1.0092587812786151,-0.4012700814340607,-1.4708370962272692,5
14.2,0.27,0.49,1.1,0.037,33.0,156.0,-0.6946071885656787,-0.22315552424116616,0.6072731401497277,0.4887963927766767,6
7.9,0.28,0.49,7.7,0.045,48.0,195.0,0.48275710884184103,-1.0092587812786151,0.7081274623081065,0.4071449974015126,6
7.4,0.27,0.49,1.1,0.037,33.0,156.0,-0.6946071885656787,-0.22315552424116616,0.6072731401497277,0.4887963927766767,6
6.6,0.21,0.49,18.15,0.042,41.0,158.0,1.9717766614455152,0.7058755977121828,-0.9055416922259546,-1.4708370962272692,6
7.2,0.27,0.74,12.5,0.037,47.0,156.0,1.4177228744301893,-1.0092587812786151,-0.4012700814340607,-1.4708370962272692,5
8.1,0.3,0.49,8.1,0.037,26.0,174.0,0.10184513026881879,-0.5804751865309148,-1.813230591651364,0.5704477881518408,7
7.5,0.23,0.49,7.7,0.049,61.0,209.0,0.03258840689191265,-0.2946194566991146,-1.813230591651364,0.4887963927766767,7
7.3,0.26,0.49,5.0,0.028,32.0,107.0,-0.1405534015503527,0.4200198678803858,0.6072731401497277,0.24384220665118436,6
7.1,0.18,0.74,15.6,0.044,44.0,176.0,1.9371482997570622,1.4205149222916833,1.918379328208652,-1.2258829101017754,6
8.5,0.15,0.49,1.5,0.031,17.0,122.0,-0.2790668483042034,-1.0807227137365667,-0.8046873700675756,-0.16441477022463766,6
8.9,0.13,0.49,1.0,0.028,6.0,24.0,-0.48683701843492183,-1.938289903231964,-1.6115219473346063,-0.49102035172529557,5
8.1,0.28,0.49,1.0,0.04,32.0,148.0,-0.1405534015503527,-0.36608338915706623,-0.7038330479091973,-0.4093689563501315,6
6.0,0.17,0.49,1.0,0.034,26.0,106.0,-0.6946071885656787,0.20562807050653412,-0.6029787257508185,-0.5726717471004596,6
7.3,0.26,0.49,5.0,0.028,32.0,107.0,-0.1405534015503527,0.4200198678803858,0.6072731401497277,0.24384220665118436,6
7.1,0.18,0.74,15.6,0.044,44.0,176.0,1.9371482997570622,1.4205149222916833,1.918379328208652,-1.2258829101017754,6
7.1,0.53,0.24,0.8,0.029,29.0,86.0,-0.34832357168110956,-0.15169159178321454,-1.6115219473346063,-1.1442315147266113,4
7.2,0.16,0.49,1.3,0.037,27.0,104.0,-0.5560937418118664,0.3485559354224342,0.9098361066248631,0.08053941590085467,6
7.3,0.14,0.49,1.1,0.038,28.0,99.0,-0.4175802950580157,0.13416413804858565,2.4226509390005453,0.08053941590085467,6
8.9,0.13,0.49,1.0,0.028,6.0,24.0,-0.48683701843492183,-1.938289903231964,-1.6115219473346063,-0.49102035172529557,5
7.9,0.12,0.49,5.2,0.049,33.0,152.0,0.41350038546493484,-0.00876372686731444,-0.09870711495892456,0.08053941590085467,6
6.7,0.29,0.49,4.7,0.034,35.0,156.0,0.17110185364576339,-0.36608338915706623,-0.30041575927568176,-0.49102035172529557,6
6.7,0.3,0.49,4.8,0.034,36.0,158.0,0.17110185364576339,-0.4375473216150147,-0.30041575927568176,-0.49102035172529557,6
7.1,0.36,0.24,1.8,0.025,32.0,102.0,-1.2832893372694578,1.134659192459883,1.111544750941621,1.8768701141544724,6
8.5,0.15,0.49,1.5,0.031,17.0,122.0,-0.2790668483042034,-1.0807227137365667,-0.8046873700675756,-0.16441477022463766,6
7.9,0.18,0.49,5.2,0.051,36.0,157.0,0.4481287471533879,-0.00876372686731444,0.002147207199454319,0.08053941590085467,6
6.6,0.19,0.99,1.2,0.122,45.0,129.0,-0.1405534015503527,-0.6519391189888665,-1.7123762694929852,-1.4708370962272692,6
7.3,0.21,0.49,1.8,0.038,44.0,152.0,-0.9716340820733417,0.991731327543983,-0.4012700814340607,1.7135673234041429,7
6.9,0.3,0.49,7.6,0.057,25.0,156.0,0.759784002349504,1.7778345845814352,1.5149620395751364,0.4071449974015126,7
7.9,0.42,0.49,8.2,0.056,32.0,164.0,0.8636690874149017,0.7773395301701345,1.2123990730999998,0.5704477881518408,7
6.9,0.24,0.49,1.3,0.032,35.0,148.0,-0.2790668483042034,1.9207624494973352,0.9098361066248631,0.16219081127601878,7
7.6,0.23,0.49,10.0,0.036,45.0,182.0,0.9329258107918078,-0.7234030514468148,1.0106904287832421,-0.7359745378507894,6
7.9,0.18,0.49,5.2,0.051,36.0,157.0,0.4481287471533879,-0.00876372686731444,0.002147207199454319,0.08053941590085467,6
6.2,0.43,0.49,6.4,0.045,12.0,115.0,0.7944123640379571,0.6344116652542343,0.9098361066248631,-1.2258829101017754,4
8.8,0.35,0.49,1.0,0.036,14.0,56.0,-0.6946071885656787,-1.5809702409422155,-1.5106676251762272,-0.0011119794743094386,4
7.8,0.3,0.74,1.8,0.033,33.0,156.0,-1.040890805450248,0.7773395301701345,0.4055644958329699,1.8768701141544724,6
9.1,0.28,0.49,2.0,0.059,10.0,112.0,0.6212705555956918,-0.22315552424116616,-0.1995614371173029,-0.32771756097496735,5
7.1,0.34,0.49,1.5,0.027,26.0,126.0,-1.387174422334817,0.8488034626280829,-1.5106676251762272,1.386961741903485,7
7.8,0.3,0.74,1.8,0.033,33.0,156.0,-1.040890805450248,0.7773395301701345,0.4055644958329699,1.8768701141544724,6
9.1,0.28,0.49,2.0,0.059,10.0,112.0,0.6212705555956918,-0.22315552424116616,-0.1995614371173029,-0.32771756097496735,5
8.5,0.19,0.49,3.5,0.044,29.0,117.0,-0.07129667817344656,-0.2946194566991146,0.30471017367459097,-0.32771756097496735,6
7.6,0.18,0.49,18.05,0.046,36.0,158.0,1.9371482997570622,-0.866330916362715,-0.7038330479091973,-1.0625801193514472,5
7.5,0.19,0.49,1.8,0.055,19.0,110.0,0.20573021533421645,1.0631952600019345,-0.4012700814340607,-0.49102035172529557,5
7.4,0.3,0.49,8.2,0.055,49.0,188.0,1.1753243426109794,2.421009976702984,1.0106904287832421,-0.6543231424756253,6
6.7,0.3,0.74,5.0,0.038,35.0,157.0,0.17110185364576339,0.20562807050653412,-0.1995614371173029,-0.49102035172529557,5
6.6,0.3,0.74,4.6,0.041,36.0,159.0,0.20573021533421645,0.20562807050653412,-0.30041575927568176,-0.49102035172529557,5
7.4,0.3,0.49,8.2,0.055,49.0,188.0,1.1753243426109794,2.421009976702984,1.0106904287832421,-0.6543231424756253,6
6.9,0.22,0.49,7.0,0.063,50.0,168.0,0.5866421939072387,2.563937841618884,0.2038558515162121,-0.16441477022463766,6
7.8,0.26,0.49,3.1,0.045,21.0,116.0,-0.3136952099926565,-0.15169159178321454,-1.3089589808594702,-0.16441477022463766,5
8.5,0.17,0.49,8.8,0.048,23.0,108.0,0.24035857702266952,-2.152681700605816,-1.4098133030178484,-0.0011119794743094386,4
6.2,0.27,0.49,1.4,0.05,20.0,74.0,-0.3136952099926565,0.991731327543983,-0.4012700814340607,-0.5726717471004596,6
7.1,0.64,0.49,1.8,0.05,17.0,128.0,0.20573021533421645,0.9202673950860345,1.0106904287832421,0.08053941590085467,4
7.6,0.31,0.49,13.4,0.062,50.0,191.0,1.6947497679378523,0.2770920029644857,0.5064188179913488,-1.2258829101017754,4
9.8,0.31,0.49,15.4,0.046,13.0,119.0,2.214175193264687,-0.00876372686731444,-0.30041575927568176,-0.8176259332259534,5
9.0,0.3,0.49,7.2,0.039,32.0,84.0,-0.07129667817344656,-1.7238981058581155,-1.6115219473346063,0.8154019742773346,6
8.4,0.24,0.49,7.4,0.039,46.0,108.0,-0.20981012492729728,-1.0807227137365667,-1.5106676251762272,1.1420075557779925,7
6.4,0.25,0.74,7.8,0.045,52.0,209.0,0.5520138322187856,0.20562807050653412,-0.6029787257508185,-1.0625801193514472,6
7.3,0.3,0.74,13.5,0.039,46.0,165.0,1.4523512361186424,-1.1521866461945152,-0.8046873700675756,-1.4708370962272692,5
9.3,0.31,0.49,1.3,0.042,34.0,147.0,0.27498693871112256,-0.5090112540729663,-0.1995614371173029,-0.5726717471004596,5
6.4,0.25,0.74,7.8,0.045,52.0,209.0,0.5520138322187856,0.20562807050653412,-0.6029787257508185,-1.0625801193514472,6
7.3,0.3,0.74,13.5,0.039,46.0,165.0,1.4523512361186424,-1.1521866461945152,-0.8046873700675756,-1.4708370962272692,5
7.0,0.27,0.74,1.5,0.036,27.0,122.0,-0.48683701843492183,1.2061231249178348,0.002147207199454319,0.5704477881518408,6
6.4,0.12,0.49,6.4,0.042,49.0,161.0,0.17110185364576339,1.134659192459883,-0.4012700814340607,-0.08276337484947355,6
6.8,0.21,0.74,1.2,0.047,25.0,111.0,-0.833120635319491,-0.36608338915706623,-0.7038330479091973,0.16219081127601878,6
8.6,0.16,0.49,7.3,0.043,9.0,63.0,0.4481287471533879,-0.36608338915706623,1.111544750941621,-0.0011119794743094386,6
7.0,0.29,0.49,3.8,0.047,37.0,136.0,-0.07129667817344656,-1.652434173400164,-0.8046873700675756,-0.8992773286011176,6
6.4,0.27,0.49,7.3,0.046,53.0,206.0,0.5520138322187856,0.4200198678803858,-0.5021244035924396,-1.0625801193514472,6
6.6,0.55,0.01,2.7,0.034,56.0,122.0,-1.1794042522040602,-0.22315552424116616,-1.813230591651364,1.1420075557779925,5
6.4,0.27,0.49,7.3,0.046,53.0,206.0,0.5520138322187856,0.4200198678803858,-0.5021244035924396,-1.0625801193514472,6
6.3,0.24,0.74,1.4,0.172,24.0,108.0,-0.2790668483042034,0.6344116652542343,-0.9055416922259546,-0.49102035172529557,6
6.7,0.33,0.49,1.6,0.167,20.0,94.0,-0.9023773586964355,-0.5090112540729663,0.2038558515162121,0.7337505789021705,6
7.0,0.29,0.49,3.8,0.047,37.0,136.0,-0.07129667817344656,-1.652434173400164,-0.8046873700675756,-0.8992773286011176,6
8.2,0.34,0.49,8.0,0.046,55.0,223.0,0.6905272789725979,-0.7234030514468148,0.4055644958329699,0.16219081127601878,6
5.6,0.39,0.24,4.7,0.034,27.0,77.0,-1.1794042522040602,0.7058755977121828,-1.2081046587010913,1.795218718779307,5
5.6,0.41,0.24,1.9,0.034,10.0,53.0,-2.027799113571276,0.991731327543983,0.2038558515162121,2.4484298817806227,7
6.7,0.41,0.01,2.8,0.048,39.0,137.0,0.06721676858036572,0.4200198678803858,-1.3089589808594702,-0.8176259332259534,5
7.1,0.26,0.49,2.2,0.032,31.0,113.0,-1.2832893372694578,1.3490509898337348,-0.6029787257508185,1.9585215095296367,9
7.5,0.32,0.49,1.7,0.031,44.0,109.0,-1.1794042522040602,-0.7948669839047665,-0.1995614371173029,1.6319159280289786,6
5.8,0.19,0.49,4.9,0.04,44.0,118.0,-0.17518176323880577,1.134659192459883,-1.0063960143843333,-0.8176259332259534,7
6.9,0.27,0.49,23.5,0.057,59.0,235.0,2.906742427033825,-1.4380423760263152,-0.09870711495892456,-1.5524884916024335,5
8.1,0.2,0.49,11.8,0.048,46.0,212.0,0.9675541724802609,-0.6519391189888665,-0.1995614371173029,-0.4093689563501315,7
7.5,0.32,0.49,1.7,0.031,44.0,109.0,-1.1794042522040602,-0.7948669839047665,-0.1995614371173029,1.6319159280289786,6
8.2,0.26,0.49,5.2,0.04,19.0,100.0,0.03258840689191265,-0.4375473216150147,-1.4098133030178484,-0.32771756097496735,6
7.8,0.26,0.49,3.2,0.027,28.0,87.0,-0.7292355502541318,-1.0807227137365667,-1.6115219473346063,0.6520991835270064,7
8.0,0.14,0.49,1.5,0.035,42.0,120.0,-0.4175802950580157,0.5629477327962827,-0.8046873700675756,0.08053941590085467,7
8.0,0.29,0.49,11.7,0.035,40.0,131.0,0.6212705555956918,-0.2946194566991146,-1.4098133030178484,0.24384220665118436,5
7.5,0.19,0.49,1.6,0.047,42.0,140.0,-0.2790668483042034,1.5634427872075833,-0.09870711495892456,0.16219081127601878,6
6.9,0.34,0.49,7.3,0.045,61.0,206.0,0.5866421939072387,-0.6519391189888665,-0.8046873700675756,-1.2258829101017754,6
6.2,0.2,0.49,1.6,0.065,17.0,143.0,-0.10592503986189963,0.2770920029644857,0.4055644958329699,-1.0625801193514472,6
6.4,0.37,0.49,13.3,0.045,53.0,243.0,1.4523512361186424,-0.2946194566991146,0.002147207199454319,-1.6341398869775976,6
6.2,0.22,0.49,6.0,0.029,31.0,128.0,-0.4175802950580157,1.634906719665535,-1.2081046587010913,0.6520991835270064,8
7.8,0.26,0.49,3.2,0.027,28.0,87.0,-0.7292355502541318,-1.0807227137365667,-1.6115219473346063,0.6520991835270064,7
8.9,0.32,0.49,1.6,0.05,17.0,131.0,0.5520138322187856,-0.36608338915706623,-1.4098133030178484,-0.8992773286011176,5
6.5,0.44,0.49,7.7,0.045,16.0,169.0,0.5866421939072387,-0.5090112540729663,-1.1072503365427124,-1.4708370962272692,6
7.0,0.14,0.49,5.9,0.053,22.0,118.0,0.48275710884184103,1.2775870573757833,-1.2081046587010913,-0.8992773286011176,6
9.0,0.17,0.49,1.0,0.039,46.0,131.0,-0.34832357168110956,-0.6519391189888665,0.30471017367459097,-0.0011119794743094386,7
6.4,0.26,0.49,6.4,0.037,37.0,161.0,0.48275710884184103,1.4205149222916833,0.5064188179913488,-0.6543231424756253,6
9.0,0.22,0.49,10.4,0.048,52.0,195.0,1.6254930445609461,0.9202673950860345,-0.4012700814340607,-0.24606616559980324,6
8.9,0.32,0.49,1.6,0.05,17.0,131.0,0.5520138322187856,-0.36608338915706623,-1.4098133030178484,-0.8992773286011176,5
8.2,0.2,0.49,3.5,0.057,14.0,108.0,-0.4175802950580157,0.06270020559063402,-1.3089589808594702,0.8154019742773346,6
7.8,0.15,0.24,7.7,0.047,21.0,98.0,0.37887202377648177,-1.7238981058581155,-1.7123762694929852,-0.7359745378507894,6
6.9,0.25,0.24,1.8,0.053,6.0,121.0,-0.34832357168110956,0.3485559354224342,2.2209422946837876,0.7337505789021705,5
8.2,0.2,0.49,3.5,0.057,14.0,108.0,-0.4175802950580157,0.06270020559063402,-1.3089589808594702,0.8154019742773346,6
7.1,0.28,0.49,6.5,0.041,28.0,111.0,-0.48683701843492183,1.634906719665535,1.0106904287832421,1.386961741903485,8
7.4,0.19,0.49,6.7,0.037,15.0,110.0,-0.07129667817344656,0.13416413804858565,-1.0063960143843333,0.4071449974015126,7
8.3,0.25,0.49,16.8,0.048,50.0,228.0,2.1102901081993277,-1.0807227137365667,0.4055644958329699,-1.0625801193514472,6
7.5,0.14,0.74,1.6,0.035,21.0,126.0,-0.24443848661575035,0.5629477327962827,-0.30041575927568176,-0.24606616559980324,6
7.8,0.49,0.49,7.0,0.043,29.0,149.0,0.41350038546493484,0.20562807050653412,-1.5106676251762272,-0.4093689563501315,5
8.1,0.12,0.49,1.2,0.042,43.0,160.0,-0.20981012492729728,-0.36608338915706623,0.002147207199454319,-0.6543231424756253,6
7.6,0.47,0.49,13.0,0.239,42.0,220.0,1.6601214062493992,-1.5809702409422155,0.30471017367459097,-1.0625801193514472,5
7.9,0.22,0.49,3.8,0.042,26.0,105.0,-0.34832357168110956,-0.5804751865309148,-0.9055416922259546,-0.0011119794743094386,5
7.8,0.49,0.49,7.0,0.043,29.0,149.0,0.41350038546493484,0.20562807050653412,-1.5106676251762272,-0.4093689563501315,5
6.4,0.22,0.49,7.5,0.054,42.0,151.0,0.27498693871112256,0.6344116652542343,0.4055644958329699,-0.32771756097496735,6
7.3,0.19,0.49,15.55,0.058,50.0,134.0,2.0064050231339685,1.7063706521234834,-1.2081046587010913,-1.1442315147266113,7
8.1,0.3,0.49,12.3,0.049,50.0,144.0,1.0714392575456202,-0.6519391189888665,0.9098361066248631,-0.24606616559980324,7
7.3,0.19,0.49,15.55,0.058,50.0,134.0,2.0064050231339685,1.7063706521234834,-1.2081046587010913,-1.1442315147266113,7
7.5,0.24,0.49,9.4,0.048,50.0,149.0,0.759784002349504,-0.08022765932526607,1.111544750941621,-0.0011119794743094386,7
6.4,0.22,0.49,7.5,0.054,42.0,151.0,0.27498693871112256,0.6344116652542343,0.4055644958329699,-0.32771756097496735,6
7.8,0.21,0.49,1.2,0.036,20.0,99.0,-1.387174422334817,-0.9377948488206665,-2.014939235968121,1.3053103465283207,7
7.1,0.3,0.49,1.6,0.045,31.0,100.0,0.06721676858036572,1.5634427872075833,1.111544750941621,-0.24606616559980324,5
7.6,0.31,0.49,3.95,0.044,27.0,131.0,-0.9716340820733417,-0.7234030514468148,1.918379328208652,1.8768701141544724,7
6.4,0.42,0.74,12.8,0.076,48.0,209.0,1.31383778936483,-0.4375473216150147,1.0106904287832421,-1.2258829101017754,6
8.2,0.29,0.49,1.0,0.044,29.0,118.0,-0.4175802950580157,0.4200198678803858,-1.2081046587010913,0.32549360202634847,4
6.6,0.46,0.49,7.4,0.052,19.0,184.0,0.5520138322187856,-0.5090112540729663,-1.0063960143843333,-1.2258829101017754,5
7.8,0.28,0.49,1.3,0.046,27.0,142.0,-0.1405534015503527,-0.6519391189888665,1.111544750941621,-0.24606616559980324,5
5.8,0.15,0.49,1.1,0.048,21.0,98.0,-0.3829519333695626,0.06270020559063402,0.002147207199454319,-1.0625801193514472,5
7.8,0.4,0.49,7.8,0.06,34.0,162.0,0.8982974491033547,0.5629477327962827,1.0106904287832421,0.6520991835270064,6
6.6,0.31,0.49,7.7,0.05,52.0,220.0,0.8290407257264102,-0.4375473216150147,-0.30041575927568176,-1.3891857008521038,5
6.6,0.325,0.49,7.7,0.049,53.0,217.0,0.6905272789725979,-0.15169159178321454,-0.8046873700675756,-0.9809287239762817,5
6.6,0.27,0.49,7.8,0.049,62.0,217.0,0.6558989172841448,-0.08022765932526607,-0.30041575927568176,-0.8992773286011176,6
6.7,0.26,0.49,8.3,0.047,54.0,191.0,0.48275710884184103,0.3485559354224342,-0.8046873700675756,-0.16441477022463766,6
6.7,0.21,0.49,1.4,0.047,30.0,114.0,-0.9023773586964355,-1.8668259707740156,-0.6029787257508185,0.24384220665118436,7
8.1,0.28,0.46,15.4,0.059,32.0,177.0,2.214175193264687,0.6344116652542343,1.0106904287832421,-1.2258829101017754,4
6.5,0.13,0.37,1.0,0.036,48.0,114.0,-1.0062624437617949,1.634906719665535,0.30471017367459097,0.8154019742773346,8
7.8,0.445,0.56,1.0,0.04,8.0,84.0,-0.07129667817344656,0.4914838003383343,-0.5021244035924396,0.24384220665118436,5
8.8,0.39,0.34,5.9,0.055,33.0,128.0,-0.45220865674646876,-1.652434173400164,0.30471017367459097,1.0603561604028284,6
7.9,0.18,0.33,1.2,0.033,20.0,72.0,-0.6253504651887726,-0.4375473216150147,-1.0063960143843333,-0.0011119794743094386,7
7.1,0.31,0.38,1.2,0.036,10.0,124.0,-0.5560937418118664,-0.2946194566991146,-0.4012700814340607,-0.49102035172529557,6
7.8,0.24,0.18,6.7,0.046,33.0,160.0,0.7944123640379571,0.13416413804858565,0.8089817844664854,-0.5726717471004596,6
7.0,0.35,0.3,6.5,0.028,27.0,87.0,-0.1405534015503527,1.5634427872075833,-0.6029787257508185,0.7337505789021705,7
6.6,0.26,0.31,4.8,0.138,41.0,168.0,0.37887202377648177,0.13416413804858565,-1.0063960143843333,-0.9809287239762817,5
6.6,0.27,0.31,5.3,0.137,35.0,163.0,0.37887202377648177,0.13416413804858565,-1.0063960143843333,-0.9809287239762817,5
6.8,0.22,0.29,8.9,0.046,82.0,188.0,0.5173854705303326,0.8488034626280829,-0.4012700814340607,-0.16441477022463766,6
6.2,0.27,0.32,8.8,0.047,65.0,224.0,0.725155640661051,-0.08022765932526607,-0.09870711495892456,-1.3075343054769397,5
7.0,0.35,0.3,6.5,0.028,27.0,87.0,-0.1405534015503527,1.5634427872075833,-0.6029787257508185,0.7337505789021705,7
7.3,0.23,0.37,1.8,0.032,60.0,156.0,-0.6946071885656787,-0.5090112540729663,-1.3089589808594702,0.4887963927766767,6
6.2,0.3,0.2,6.6,0.045,42.0,170.0,0.13647349195727185,1.2775870573757833,-0.30041575927568176,-0.08276337484947355,6
6.4,0.35,0.2,5.7,0.034,18.0,117.0,0.13647349195727185,1.0631952600019345,-0.5021244035924396,-0.32771756097496735,5
7.6,0.32,0.34,18.35,0.054,44.0,197.0,2.352688640018499,0.2770920029644857,0.7081274623081065,-1.2258829101017754,5
7.2,0.25,0.28,14.4,0.055,55.0,205.0,1.590864682872493,-0.4375473216150147,-1.0063960143843333,-1.2258829101017754,7
7.2,0.25,0.28,14.4,0.055,55.0,205.0,1.590864682872493,-0.4375473216150147,-1.0063960143843333,-1.2258829101017754,7
7.3,0.26,0.33,17.85,0.049,41.5,195.0,2.0756617465108747,-0.866330916362715,-0.4012700814340607,-1.1442315147266113,7
7.2,0.25,0.28,14.4,0.055,55.0,205.0,1.590864682872493,-0.4375473216150147,-1.0063960143843333,-1.2258829101017754,7
7.4,0.26,0.37,9.4,0.047,42.0,147.0,1.4523512361186424,1.9922263819552837,2.4226509390005453,-0.4093689563501315,5
7.3,0.26,0.33,17.85,0.049,41.5,195.0,2.0756617465108747,-0.866330916362715,-0.4012700814340607,-1.1442315147266113,7
6.7,0.25,0.26,1.55,0.041,118.5,216.0,0.30961530039957563,2.6354017740768323,1.5149620395751364,-0.8992773286011176,3
7.1,0.16,0.25,1.3,0.034,28.0,123.0,-0.8677489970079441,0.6344116652542343,0.7081274623081065,0.7337505789021705,6
